Company Name,Website,City,Address,Company Stage,Focus Areas,Description,Validation_Source,Company_Stage,Classifier_Date,Focus_Areas
Stason Pharmaceuticals,https://stasonpharma.com/,Irvine,,,CDMO,,BPG,Private,2025-11-15,CDMO
Stately Bio,https://statelybio.com/,San Francisco,,,ML Cell Imaging,,BPG,Unknown,2025-11-15,ML Cell Imaging
Stellartech Research,https://www.stellartechresearch.com/,Milpitas,,,Electronic device development,,BPG,Unknown,2025-11-15,Electronic device development
StemCardia,https://www.stemcardia.com/,Sacramento,,,Cell & gene therapies engineered to repair the heart,,BPG,Unknown,2025-11-15,Cell & gene therapies engineered to repair the heart
Stemedica Cell Technologies,https://www.stemedica.com/,San Diego,,,Stem Cell Production,,BPG,Unknown,2025-11-15,Stem Cell Production
Steris Applied Sterilization Technologies,https://www.steris-ast.com/,San Diego,,,Medical device sterilization,,BPG,Unknown,2025-11-15,Medical device sterilization
Sterogene Bioseparations,https://sterogene.com/,Carlsbad,,,NaOH-sanitizable affinity chromatography resins for the purification of human blood products and biopharmaceuticals,,BPG,Unknown,2025-11-15,NaOH-sanitizable affinity chromatography resins for the purification of human blood products and biopharmaceuticals
Strategikon Pharma,https://strategikon.com/,San Francisco,,,Digital tools for the business side of clinical trials.,,BPG,Private,2025-11-15,Digital tools for the business side of clinical trials.
Strateos,https://strateos.com/,Menlo Park,,,Robotic Cloud Lab,,BPG,Unknown,2025-11-15,Robotic Cloud Lab
StrokeDx,https://www.stroke-dx.com/,Culver City,,,Stroke Diagnostics Machine,,BPG,Unknown,2025-11-15,Stroke Diagnostics Machine
Stroma Medical,https://www.stromamedical.com/,Irvine,,,Eye Color Changing Device,,BPG,Unknown,2025-11-15,Eye Color Changing Device
Structure Therapeutics,https://structuretx.com/,South SF,,,Oral small molecule drugs that can deliver biologic-like activity and specificity,,BPG,Private,2025-11-15,Oral small molecule drugs that can deliver biologic-like activity and specificity
Stryker,https://www.stryker.com/,San Jose,,,Medical Devices,,BPG,Unknown,2025-11-15,Medical Devices
Studylog,https://www.studylog.com/,South SF,,,Animal Study Workflow Software,,BPG,Unknown,2025-11-15,Animal Study Workflow Software
Subtle Medical,https://subtlemedical.com/,Menlo Park,,,Imaging Software,,BPG,Unknown,2025-11-15,Imaging Software
Summit Therapeutics,https://www.smmttx.com/,Menlo Park,,,Utrophin modulation technology,,BPG,Private,2025-11-15,Utrophin modulation technology
Supercede Therapeutics,https://supercedetherapeutics.com/,Belmont,,,Bioinformatic Drug Discovery,,BPG,Private,2025-11-15,Bioinformatic Drug Discovery
Superfluid Dx,https://www.superfluiddx.com/,South SF,,,Circulating RNA for diagnosis,,BPG,Unknown,2025-11-15,Circulating RNA for diagnosis
Superior BioDiagnostics,https://superiorbiodx.com/,Irvine,,,Tissue Samples,,BPG,Unknown,2025-11-15,Tissue Samples
Supira Medical,https://supiramedical.com/,Los Gatos,,,"Low-profile, high-flow percutaneous ventricular assist device",,BPG,Unknown,2025-11-15,"Low-profile, high-flow percutaneous ventricular assist device"
Surf Bio,https://www.surf.bio/,Palo Alto,,,Biologic Stabilization Platform,,BPG,Unknown,2025-11-15,Biologic Stabilization Platform
Surface Ophthalmics,https://surfaceophthalmics.com/,Pleasanton,,,505(b)(2) drugs,,BPG,Unknown,2025-11-15,505(b)(2) drugs
Surge,https://www.surge.care/,San Francisco,,,Machine learning algorithms to decode a patient's immune system from a blood sample for outcome prediction,,BPG,Unknown,2025-11-15,Machine learning algorithms to decode a patient's immune system from a blood sample for outcome prediction
Surrozen,https://www.surrozen.com/,South SF,,,Wnt signaling antibodies,,BPG,Unknown,2025-11-15,Wnt signaling antibodies
Sutra Medical,https://sutramedical.com/,Lake Forest,,,Transcatheter mitral and pulmonary valve replacement devices,,BPG,Unknown,2025-11-15,Transcatheter mitral and pulmonary valve replacement devices
Sutro Biopharma,https://www.sutrobio.com/,South SF,,,Biochemical Protein Synthesis Platform,,BPG,Private,2025-11-15,Biochemical Protein Synthesis Platform
Suture Ease,https://www.suturease.com/,San Jose,,,Fascia closure device,,BPG,Unknown,2025-11-15,Fascia closure device
Swaza,https://www.swaza.life/,Mountain View,,,Nanofluid Breathing Aid,,BPG,Unknown,2025-11-15,Nanofluid Breathing Aid
Swing Therapeutics,https://swingtherapeutics.com/,San Francisco,,,Digital Therapeutics,,BPG,Private,2025-11-15,Digital Therapeutics
Switch Therapeutics,https://www.switchthera.com/,South SF,,,RNAi Therapies,,BPG,Private,2025-11-15,RNAi Therapies
Sydnexis,https://sydnexis.com/,Del Mar,,,Eyedrops to Arrest Myopia,,BPG,Unknown,2025-11-15,Eyedrops to Arrest Myopia
Synfini,https://synfini.com/,Menlo Park,,,AI Drug Design,,BPG,Unknown,2025-11-15,AI Drug Design
Synlico,https://synlico.com/,South SF,,,In Silico CAR T Drug Discovery,,BPG,Unknown,2025-11-15,In Silico CAR T Drug Discovery
Synthasome,http://www.synthasome.com/,Del Mar,,,Repair Mesh,,BPG,Unknown,2025-11-15,Repair Mesh
SyntheX,https://synthexlabs.com/,San Francisco,,,Discovery of treatments for undruggable proteins,,BPG,Unknown,2025-11-15,Discovery of treatments for undruggable proteins
Synthego,https://www.synthego.com/,Redwood City,,,Synthetic RNA for CRISPR use,,BPG,Unknown,2025-11-15,Synthetic RNA for CRISPR use
Synthekine,https://www.synthekine.com/,Menlo Park,,,Engineered Cytokines,,BPG,Unknown,2025-11-15,Engineered Cytokines
Synthetic Design Lab,https://www.syntheticdesignlab.com/,San Francisco,,,ADCs,,BPG,Unknown,2025-11-15,ADCs
Synvivia,https://www.synvivia.com/,Berkeley,,,Protein Switches,,BPG,Unknown,2025-11-15,Protein Switches
System Biosciences,https://www.systembio.com/,Palo Alto,,,Stem Cell & Biotechnology Supplies,,BPG,Unknown,2025-11-15,Stem Cell & Biotechnology Supplies
T&L Biotechnology,https://www.tlbiotech.com/,Carlsbad,,,"Magnetic Beads, Protein Expression, Formulation, Protein Characterization, Cell Services",,BPG,Unknown,2025-11-15,"Magnetic Beads, Protein Expression, Formulation, Protein Characterization, Cell Services"
T-Cure Bioscience,https://t-cure.com/,Irvine,,,TCR Therapy,,BPG,Unknown,2025-11-15,TCR Therapy
TE Connectivity,https://www.te.com/en/home.html,Carlsbad,,,Medical Devices,,BPG,Unknown,2025-11-15,Medical Devices
TEGA Therapeutics,https://www.tegatherapeutics.com/,San Diego,,,Glycoside-enhanced lysosomal delivery of proteins and recombinant production of heparan sulfate and heparin.,,BPG,Private,2025-11-15,Glycoside-enhanced lysosomal delivery of proteins and recombinant production of heparan sulfate and heparin.
THINK Surgical,https://thinksurgical.com/,Fremont,,,Digital surgical planning,,BPG,Unknown,2025-11-15,Digital surgical planning
TORL BioTherapeutics,https://torlbio.com/,Culver City,,,Antibody-drug Conjugate,,BPG,Private,2025-11-15,Antibody-drug Conjugate
TRIO Pharmaceuticals,https://www.triopharmaceuticals.com/,San Carlos,,,Cancer Immunotherapeutics,,BPG,Private,2025-11-15,Cancer Immunotherapeutics
TRexBio,https://trex.bio/,South SF,,,Treg mapping in human tissues,,BPG,Unknown,2025-11-15,Treg mapping in human tissues
TTI Medical,https://ttimedical.com/,San Ramon,,,Surgical imaging,,BPG,Unknown,2025-11-15,Surgical imaging
Tahoe Therapeutics,https://www.tahoebio.ai/,South SF,,,in vivo single cell atlas,,BPG,Private,2025-11-15,in vivo single cell atlas
Takara Bio USA,https://www.takarabio.com/,San Jose,,,Lab products,,BPG,Unknown,2025-11-15,Lab products
Tallac Therapeutics,https://www.tallactherapeutics.com/,Burlingame,,,Novel Cancer Immunotherapies,,BPG,Private,2025-11-15,Novel Cancer Immunotherapies
Talphera,https://talphera.com/,San Mateo,,,Oral-Transmucosal Drug Delivery,,BPG,Unknown,2025-11-15,Oral-Transmucosal Drug Delivery
Tandem Diabetes,https://www.tandemdiabetes.com/,San Diego,,,Touchscreen Insulin Pump,,BPG,Unknown,2025-11-15,Touchscreen Insulin Pump
Tanvex BioPharma,http://www.tanvex.com/,San Diego,,,"Biologics Services, CDMO",,BPG,Private,2025-11-15,"Biologics Services, CDMO"
Taran Therapeutics,https://www.tarantherapeutics.com/,Burlingame,,,Monoclonal Antibody,,BPG,Private,2025-11-15,Monoclonal Antibody
Targazyme,https://www.targazyme.com/,Carlsbad,,,Cell Therapy,,BPG,Unknown,2025-11-15,Cell Therapy
Target Discovery,http://targetdiscovery.com/,Mountain View,,,Biomarker Assays,,BPG,Unknown,2025-11-15,Biomarker Assays
Tarsus Pharmaceuticals,https://tarsusrx.com/,Irvine,,,Blepharitis Treatment,,BPG,Private,2025-11-15,Blepharitis Treatment
Tasman Therapeutics,https://www.tasmantherapeutics.com/,San Francisco,,,Oral Extended Release Ketamine,,BPG,Private,2025-11-15,Oral Extended Release Ketamine
Teal Health,https://www.getteal.com/,San Francisco,,,At-home Cervical Cancer Screening,,BPG,Unknown,2025-11-15,At-home Cervical Cancer Screening
TechImmune,https://techimmune.com/,Irvine,,,T Cell Therapeutics,,BPG,Unknown,2025-11-15,T Cell Therapeutics
Teco Diagnostics,https://www.tecodiagnostics.com/,Anaheim,,,Diagnostics,,BPG,Unknown,2025-11-15,Diagnostics
Tegmine Therapeutics,https://tegminetx.com/,South SF,,,Antibody Drug Discovery Platform,,BPG,Private,2025-11-15,Antibody Drug Discovery Platform
Teikoku Pharma,https://teikokuusa.com/,San Jose,,,Drug Delivery Systems,,BPG,Private,2025-11-15,Drug Delivery Systems
Telesair,https://www.telesair.com/,Irvine,,,Noninvasive Ventilator,,BPG,Unknown,2025-11-15,Noninvasive Ventilator
Telesis Bio,https://telesisbio.com/,San Diego,,,Synthetic DNA,,BPG,Unknown,2025-11-15,Synthetic DNA
Telios Pharma,http://teliospharma.com/,Redwood City,,,Bruton’s tyrosine kinase inhibitor,,BPG,Private,2025-11-15,Bruton’s tyrosine kinase inhibitor
Telix Pharmaceuticals,https://telixpharma.com/,Sacramento,,,Radio immunotherapy,,BPG,Private,2025-11-15,Radio immunotherapy
Telo Therapeutics,https://telotherapeutics.com/,San Francisco,,,Personalized medicine,,BPG,Private,2025-11-15,Personalized medicine
Tempero Bio,https://www.temperobio.com/,Oakland,,,Treatments for substance abuse disorders,,BPG,Unknown,2025-11-15,Treatments for substance abuse disorders
Tempest Therapeutics,https://www.tempesttx.com/,Brisbane,,,Small Molecules for Immuno-Oncology,,BPG,Private,2025-11-15,Small Molecules for Immuno-Oncology
Tempo Bioscience,https://www.tempobioscience.com/,San Francisco,,,"Stem cell models, biosensor assay services, disease modeling",,BPG,Unknown,2025-11-15,"Stem cell models, biosensor assay services, disease modeling"
Tempo Therapeutics,https://www.tempothera.com/,San Diego,,,"Injectable, bioresorbable, and synthetic tissue scaffold",,BPG,Private,2025-11-15,"Injectable, bioresorbable, and synthetic tissue scaffold"
Tenaya Therapeutics,https://www.tenayatherapeutics.com/,South SF,,,Cardiovascular Therapeutics,,BPG,Private,2025-11-15,Cardiovascular Therapeutics
Tenex Health,https://www.tenexhealth.com/,Lake Forest,,,Minimally invasive technology for treatment of chronic tendon pain,,BPG,Unknown,2025-11-15,Minimally invasive technology for treatment of chronic tendon pain
Tenon Medical,https://www.tenonmed.com/,Los Gatos,,,Surgical Devices for Chronic Lower Back Pain,,BPG,Unknown,2025-11-15,Surgical Devices for Chronic Lower Back Pain
Tentarix Biotherapeutics,https://www.tentarix.com/,San Diego,,,Logic-Gated Multivalent Molecule Technology,,BPG,Private,2025-11-15,Logic-Gated Multivalent Molecule Technology
Tenvie Therapeutics,https://tenvie.com/,South SF,,,Small Molecules for Neuro,,BPG,Private,2025-11-15,Small Molecules for Neuro
Teon Therapeutics,https://teontherapeutics.com/,Redwood City,,,Small molecules focused on GPCR targets for oncology indications,,BPG,Private,2025-11-15,Small molecules focused on GPCR targets for oncology indications
TeraPore Technologies,https://www.terapore.com/,South SF,,,Membrane Technologies,,BPG,Unknown,2025-11-15,Membrane Technologies
Terns Pharmaceuticals,https://www.ternspharma.com/,Foster City,,,Small Molecules - Liver focus,,BPG,Private,2025-11-15,Small Molecules - Liver focus
Terremoto Biosciences,https://terremotobio.com/,South SF,,,Covalent Small Molecules,,BPG,Unknown,2025-11-15,Covalent Small Molecules
TesoRx,https://www.tesorx.com/,Menlo Park,,,Formulations platforms,,BPG,Unknown,2025-11-15,Formulations platforms
Tetrous,https://tetrous.com/,Los Angeles,,,Demineralized Bone Fiber Implant for Rotator Cuff Enthesis Repair,,BPG,Unknown,2025-11-15,Demineralized Bone Fiber Implant for Rotator Cuff Enthesis Repair
Tetsuwan Scientific,https://tetsuwan.com/,San Francisco,,,Lab Automation,,BPG,Unknown,2025-11-15,Lab Automation
The MT Group,https://mtgroupbio.com/,Los Angeles,,,Biospecimen Collection,,BPG,Unknown,2025-11-15,Biospecimen Collection
TheraDep Technologies,https://www.theradep.com/,San Jose,,,Aesthetic Dermatology,,BPG,Unknown,2025-11-15,Aesthetic Dermatology
TheraNova,https://www.theranova.com/,San Francisco,,,Medical Device Incubator,,BPG,Incubator,2025-11-15,Medical Device Incubator
Theragene Pharmaceuticals,http://www.theragenepharma.com/,San Diego,,,"Immunotherapy, gene therapy and peptide delivery",,BPG,Private,2025-11-15,"Immunotherapy, gene therapy and peptide delivery"
Therapeutic Solutions International,https://therapeuticsolutionsint.com/,Oceanside,,,Cell Therapy,,BPG,Unknown,2025-11-15,Cell Therapy
Therapeutics Inc.,https://www.therapeuticsinc.com/,San Diego,,,Dermatology Drug Development Services,,BPG,Private,2025-11-15,Dermatology Drug Development Services
Theravance Biopharma,https://www.theravance.com/,South SF,,,Small Molecules,,BPG,Private,2025-11-15,Small Molecules
Therini Bio,https://www.therinibio.com/,Sacramento,,,Monoclonal Antibody,,BPG,Unknown,2025-11-15,Monoclonal Antibody
Thermo Fisher,https://www.thermofisher.com/us/en/home.html,Carlsbad,,,Molecular Biology & Biotech Lab Products,,BPG,Unknown,2025-11-15,Molecular Biology & Biotech Lab Products
Thermopeutix,https://thermopeutix.com/,Poway,,,Catheter for Cerebral Hypothermia,,BPG,Unknown,2025-11-15,Catheter for Cerebral Hypothermia
Therna Biosciences,https://www.therna.com/,San Francisco,,,RNA Therapies,,BPG,Unknown,2025-11-15,RNA Therapies
Third Wave Analytics,https://thirdwaveanalytics.com/,San Francisco,,,"The world’s first user-friendly biotech LIMS built for research, NGS, clinical and GMP labs",,BPG,Unknown,2025-11-15,"The world’s first user-friendly biotech LIMS built for research, NGS, clinical and GMP labs"
Thomas Advanced Medical,https://thomasadvancedmedical.com/,Los Angeles,,,Stem Cell Therapy,,BPG,Unknown,2025-11-15,Stem Cell Therapy
Thrive Informatix,https://thriveinformatix.com/,San Ramon,,,Clinical Research,,BPG,Unknown,2025-11-15,Clinical Research
Tidewave Bio,https://www.tidewavebio.com/,Los Angeles,,,antigen-presenting cell therapy platform,,BPG,Unknown,2025-11-15,antigen-presenting cell therapy platform
Tierra Biosciences,https://www.tierrabiosciences.com/,San Leandro,,,Synthetic Biology,,BPG,Unknown,2025-11-15,Synthetic Biology
Timberlyne Therapeutics,https://timberlyne-tx.com/,San Diego,,,Monoclonal Antibody,,BPG,Private,2025-11-15,Monoclonal Antibody
Ting Therapeutics,https://tingtherapeutics.com/,San Diego,,,Hearing Loss Treatments,,BPG,Private,2025-11-15,Hearing Loss Treatments
Tioga Cardiovascular,https://tiogacardiovascular.com/,Los Gatos,,,Valve replacement solution for mitral and tricuspid applications,,BPG,Unknown,2025-11-15,Valve replacement solution for mitral and tricuspid applications
Tioga Research,https://tiogaresearch.com/,San Diego,,,Contract R&D for Topicals,,BPG,Unknown,2025-11-15,Contract R&D for Topicals
TippingPoint Biosciences,https://www.tippingpointbiosciences.com/,San Francisco,,,Therapies for Chromatin Dysfunction Indications,,BPG,Unknown,2025-11-15,Therapies for Chromatin Dysfunction Indications
Tizona Therapeutics,https://www.tizonatx.com/,South SF,,,Immunotherapies,,BPG,Private,2025-11-15,Immunotherapies
TopAlliance Biosciences,https://www.topalliancebio.com/,Menlo Park,,,Monoclonal Antibody,,BPG,Unknown,2025-11-15,Monoclonal Antibody
Topos Bio,https://toposbio.ai/,San Francisco,,,AI Drug Design,,BPG,Unknown,2025-11-15,AI Drug Design
Toragen,https://toragen.com/,San Diego,,,Treatments preventing human papillomavirus,,BPG,Unknown,2025-11-15,Treatments preventing human papillomavirus
Toro Neurovascular,https://www.toroneuro.com/,Irvine,,,Mechanical thrombectomy devices,,BPG,Unknown,2025-11-15,Mechanical thrombectomy devices
Tosk,https://tosk.com/,Mountain View,,,Small Molecules for Cancer,,BPG,Unknown,2025-11-15,Small Molecules for Cancer
Totus Medicines,https://www.totusmedicines.com/,Emeryville,,,Covalent Small Molecules,,BPG,Private,2025-11-15,Covalent Small Molecules
Tr1X,https://www.tr1x.bio/,San Diego,,,Regulatory T cell-based products,,BPG,Unknown,2025-11-15,Regulatory T cell-based products
Trace Neuroscience,https://www.traceneuro.com/,South SF,,,Medicines to restore UNC13A function,,BPG,Unknown,2025-11-15,Medicines to restore UNC13A function
Tradewind Bioscience,https://tradewindbio.com/,San Carlos,,,Antibody Therapy,,BPG,Unknown,2025-11-15,Antibody Therapy
Tranquis Therapeutics,https://www.tranquis.com/,Redwood City,,,Immunotherapeutics,,BPG,Private,2025-11-15,Immunotherapeutics
Transcripta Bio,https://www.transcriptabio.com/,Palo Alto,,,Drug Discovery for Monogenic Diseases,,BPG,Unknown,2025-11-15,Drug Discovery for Monogenic Diseases
Translucence Biosystems,https://www.translucencebio.com/,Irvine,,,3D Analysis of Biological Samples,,BPG,Unknown,2025-11-15,3D Analysis of Biological Samples
Transposon Therapeutics,https://www.transposonrx.com/,San Diego,,,"Novel, orally administered therapies for the treatment of neurodegenerative and aging-related diseases",,BPG,Private,2025-11-15,"Novel, orally administered therapies for the treatment of neurodegenerative and aging-related diseases"
Travere Therapeutics,https://travere.com/,San Diego,,,"Small Molecules, Biologics",,BPG,Private,2025-11-15,"Small Molecules, Biologics"
Treeline Biosciences,https://treeline.bio/,San Diego,,,Molecular targets in oncology that are validated but difficult to drug,,BPG,Unknown,2025-11-15,Molecular targets in oncology that are validated but difficult to drug
Trefoil Therapeutics,https://trefoiltherapeutics.com/,San Diego,,,Ophthalmic Treatments,,BPG,Private,2025-11-15,Ophthalmic Treatments
Trellis Bioscience,https://www.trellisbio.com/,Redwood City,,,Antibody Therapeutics,,BPG,Unknown,2025-11-15,Antibody Therapeutics
Trepte Biostorage,https://www.treptebiostorage.com/,San Diego,,,Biostorage,,BPG,Unknown,2025-11-15,Biostorage
Trestle Biotherapeutics,https://trestlebio.com/,San Diego,,,Bioengineered Therapies for Kidney Disease,,BPG,Private,2025-11-15,Bioengineered Therapies for Kidney Disease
Trethera,https://trethera.com/,Sherman Oaks,,,Metabolic Enzyme-Targeting Therapies,,BPG,Unknown,2025-11-15,Metabolic Enzyme-Targeting Therapies
Trevie Research,https://www.trevieresearch.com/,Los Angeles,,,Clinical development advisory and trial management services focused in oncology,,BPG,Unknown,2025-11-15,Clinical development advisory and trial management services focused in oncology
TriArm Therapeutics,https://www.triarm.com/,San Mateo,,,Non-viral CAR T Platform,,BPG,Private,2025-11-15,Non-viral CAR T Platform
TriLink Biotechnologies,https://www.trilinkbiotech.com/,San Diego,,,Custom Nucleotides,,BPG,Unknown,2025-11-15,Custom Nucleotides
TriWest Research Associates,https://triwestresearch.com/,San Diego,,,Clinical Trials,,BPG,Unknown,2025-11-15,Clinical Trials
Trident Bioscience,https://www.trident.bio/,Mountain View,,,Custom Protein Development Software,,BPG,Unknown,2025-11-15,Custom Protein Development Software
Trilo Therapeutics,http://trilotherapeutics.com/,San Francisco,,,PPI inhibitors,,BPG,Private,2025-11-15,PPI inhibitors
Trilobio,https://www.trilo.bio/,San Francisco,,,Lab Automation,,BPG,Unknown,2025-11-15,Lab Automation
Triplebar,https://triplebar.com/,Emeryville,,,Antibody Discovery Platform,,BPG,Unknown,2025-11-15,Antibody Discovery Platform
Trishula Therapeutics,https://www.trishulatx.com/,South SF,,,Cancer Immunotherapy,,BPG,Private,2025-11-15,Cancer Immunotherapy
True Diagnostics,https://truediag.com/,Carlsbad,,,Diagnostic Tests,,BPG,Unknown,2025-11-15,Diagnostic Tests
TrueBinding,https://www.truebinding.com/,Foster City,,,Biotherapeutics,,BPG,Unknown,2025-11-15,Biotherapeutics
TrueRelief,https://truerelief.com/,Santa Monica,,,Bioelectronic device for temporary symptomatic relief of chronic intractable pain,,BPG,Unknown,2025-11-15,Bioelectronic device for temporary symptomatic relief of chronic intractable pain
Trukera Medical,https://trukera.com/,Temecula,,,Dry eye diagnostic,,BPG,Unknown,2025-11-15,Dry eye diagnostic
Trutino Biosciences,https://trutinobio.com/,San Diego,,,Locally activated cytokine precursors,,BPG,Unknown,2025-11-15,Locally activated cytokine precursors
Truvian Sciences,https://truvianhealth.com/,San Diego,,,Automatic Diagnostic Test,,BPG,Unknown,2025-11-15,Automatic Diagnostic Test
Tulavi Therapeutics,https://tulavi.com/,Los Gatos,,,Device to treat aberrant neural reflex arcs in peripheral and visceral disease,,BPG,Private,2025-11-15,Device to treat aberrant neural reflex arcs in peripheral and visceral disease
TumorGen,https://www.tumorgen.net/,San Diego,,,Cancer Treatments,,BPG,Unknown,2025-11-15,Cancer Treatments
Turn Biotechnologies,https://www.turn.bio/,Mountain View,,,mRNA Therapies,,BPG,Unknown,2025-11-15,mRNA Therapies
Turn Therapeutics,https://turntherapeutics.com/,Westlake Village,,,"Petrolatum-based, liquid-in-oil suspension technology for eczema",,BPG,Private,2025-11-15,"Petrolatum-based, liquid-in-oil suspension technology for eczema"
Twist Bioscience,https://www.twistbioscience.com/,Carlsbad,,,"Synthetic DNA, genes and libraries",,BPG,Public,2025-11-15,"Synthetic DNA, genes and libraries"
TwoStep Therapeutics,https://twosteptx.com/,San Carlos,,,PIP Therapies,,BPG,Private,2025-11-15,PIP Therapies
Tyra Biosciences,https://tyra.bio/,Carlsbad,,,Purpose-built cancer drugs,,BPG,Unknown,2025-11-15,Purpose-built cancer drugs
Uh-Oh Labs,https://uhohlabs.com/,Santa Clara,,,Portable PCR-quality Diagnostics,,BPG,Service,2025-11-15,Portable PCR-quality Diagnostics
Ultima Genomics,https://www.ultimagenomics.com/,Newark,,,"High-throughput, low-cost sequencing platform",,BPG,Unknown,2025-11-15,"High-throughput, low-cost sequencing platform"
Ultragenyx Pharmaceutical,https://www.ultragenyx.com/,Brisbane,,,"Small Molecules, Biologics",,BPG,Private,2025-11-15,"Small Molecules, Biologics"
Unchained Labs,https://www.unchainedlabs.com/,Pleasanton,,,Tools for biologics research & development,,BPG,Research,2025-11-15,Tools for biologics research & development
Unicycive Therapeutics,https://unicycive.com/,Los Altos,,,Kidney Treatments,,BPG,Private,2025-11-15,Kidney Treatments
Uniquity Bio,https://www.uniquity.com/,San Diego,,,Monoclonal Antibody,,BPG,Unknown,2025-11-15,Monoclonal Antibody
United Biologics,https://unitedbiologics.com/,Irvine,,,Silicone Vasculature,,BPG,Unknown,2025-11-15,Silicone Vasculature
Universal Brain,https://www.universal-brain.com/,Palo Alto,,,Precision psychiatry platforms using EEG wearables and AI,,BPG,Unknown,2025-11-15,Precision psychiatry platforms using EEG wearables and AI
Universal Sequencing Technology,https://universalsequencing.com/,Carlsbad,,,Single Cell Sequencing,,BPG,Unknown,2025-11-15,Single Cell Sequencing
Universal Stabilization Technologies (Vitrilife),https://www.vitrilife.com/,San Diego,,,Drug Stabilization and Delivery,,BPG,Unknown,2025-11-15,Drug Stabilization and Delivery
Univfy,https://www.univfy.com/,Los Altos,,,IVF reports,,BPG,Unknown,2025-11-15,IVF reports
Unlearn,https://www.unlearn.ai/,San Francisco,,,Machine-learning technology that creates digital twins of patients in clinical trials,,BPG,Unknown,2025-11-15,Machine-learning technology that creates digital twins of patients in clinical trials
Unnatural Products,https://www.unnaturalproducts.com/,Santa Cruz,,,Macrocylic Peptides plus AI,,BPG,Unknown,2025-11-15,Macrocylic Peptides plus AI
Until Labs,https://www.untillabs.com/,San Francisco,,,Reversible Cryopreservation for Organ Procurement,,BPG,Research,2025-11-15,Reversible Cryopreservation for Organ Procurement
Uptake Medical,http://www.uptakemedical.com/,San Jose,,,"Non-surgical, non-implant therapy to improve breathing",,BPG,Unknown,2025-11-15,"Non-surgical, non-implant therapy to improve breathing"
UroViu,https://uroviu.com/,Los Altos,,,Single-use Endoscope,,BPG,Unknown,2025-11-15,Single-use Endoscope
VIAL Dermatology CRO,https://vial.com/,San Francisco,,,"Computation Drug Discovery, Clinical Trial Software",,BPG,Unknown,2025-11-15,"Computation Drug Discovery, Clinical Trial Software"
VIAN Therapeutics,https://www.viantx.com/,San Francisco,,,Antiangiogenic for treating retinal blinding diseases,,BPG,Private,2025-11-15,Antiangiogenic for treating retinal blinding diseases
VIVUS,https://www.vivus.com/,Campbell,,,Small Molecules,,BPG,Unknown,2025-11-15,Small Molecules
VLP Biotech,http://www.vlpbiotech.com,San Diego,,,Custom Recombinant Proteins,,BPG,Unknown,2025-11-15,Custom Recombinant Proteins
VM Oncology,https://www.vmoncology.com/,Fremont,,,Precision Oncology Drugs,,BPG,Unknown,2025-11-15,Precision Oncology Drugs
VST Bio,https://www.vst-bio.com/,San Diego,,,Antibodies that target novel pathways,,BPG,Unknown,2025-11-15,Antibodies that target novel pathways
VahatiCor,https://vahaticor.com/,Santa Clara,,,Refractory Angina Treatment Device,,BPG,Unknown,2025-11-15,Refractory Angina Treatment Device
Vala Sciences,https://valasciences.com/,San Diego,,,Cell Image Analysis,,BPG,Unknown,2025-11-15,Cell Image Analysis
Valar Labs,https://www.valarlabs.com/,Palo Alto,,,AI Tumor Analysis,,BPG,Research,2025-11-15,AI Tumor Analysis
Validation Systems,https://www.validationsystems.com/,Palo Alto,,,"Validation, environmental monitoring, water testing services",,BPG,Unknown,2025-11-15,"Validation, environmental monitoring, water testing services"
Valitor,https://www.valitorbio.com/,Berkeley,,,Protein therapeutics,,BPG,Unknown,2025-11-15,Protein therapeutics
Valora Therapeutics,https://www.valoratherapeutics.com/,La Jolla,,,"Immunotherapy Drug Discovery Platform, AbLecs",,BPG,Private,2025-11-15,"Immunotherapy Drug Discovery Platform, AbLecs"
Vantis Vascular,https://vantisvascular.com/,San Jose,,,Microcatheter,,BPG,Unknown,2025-11-15,Microcatheter
Varda,https://www.varda.com/,El Segundo,,,Processing pharmaceuticals in space,,BPG,Unknown,2025-11-15,Processing pharmaceuticals in space
Varian Medical Systems,https://www.varian.com/,Palo Alto,,,Medical Devices & Software,,BPG,Unknown,2025-11-15,Medical Devices & Software
Vasa Therapeutics,https://vasatherapeutics.com/,Encinitas,,,Therapies for Cardiovascular Aging,,BPG,Private,2025-11-15,Therapies for Cardiovascular Aging
VasoRx,https://www.vasrx.com/,San Diego,,,RNA delivery,,BPG,Unknown,2025-11-15,RNA delivery
VaxCyte,https://vaxcyte.com/,San Carlos,,,Conjugate vaccines and protein-based vaccines,,BPG,Unknown,2025-11-15,Conjugate vaccines and protein-based vaccines
Vaxart,https://vaxart.com/,South SF,,,Oral Vaccines,,BPG,Unknown,2025-11-15,Oral Vaccines
Vaxiion Therapeutics,https://vaxiion.com/,San Diego,,,Drug Delivery Platforms,,BPG,Private,2025-11-15,Drug Delivery Platforms
Vector Laboratories,https://vectorlabs.com/,Newark,,,"Blotting Products, Antibodies",,BPG,Research,2025-11-15,"Blotting Products, Antibodies"
VedaBio,https://www.vedabio.com/,San Diego,,,"Molecular Detection, Gene Editing",,BPG,Unknown,2025-11-15,"Molecular Detection, Gene Editing"
Veebot,https://www.veebot.com/,Mountain View,,,Robotic Needle Insertion,,BPG,Unknown,2025-11-15,Robotic Needle Insertion
